batch,original_threshold,action,new_threshold,mean_mse
batch_01_features.csv,0.00010749019843195579,DECREASE,0.0001,0.07048149693222225
batch_02_features.csv,0.0001,INCREASE,0.00015000000000000001,0.07020104443991655
batch_03_features.csv,0.00015000000000000001,INCREASE,0.00022500000000000002,0.07022917175762038
batch_04_features.csv,0.00022500000000000002,INCREASE,0.0003375,0.07045008826023272
batch_05_features.csv,0.0003375,INCREASE,0.00050625,0.07015500964667144
batch_06_features.csv,0.00050625,INCREASE,0.000759375,0.07090860518841663
batch_07_features.csv,0.000759375,INCREASE,0.0011390624999999999,0.07035674593383026
batch_08_features.csv,0.0011390624999999999,DECREASE,0.0005695312499999999,0.07051912310202219
batch_09_features.csv,0.0005695312499999999,INCREASE,0.0008542968749999999,0.07024504340957187
batch_10_features.csv,0.0008542968749999999,INCREASE,0.0012814453124999998,0.07030064081323492
batch_11_features.csv,0.0012814453124999998,INCREASE,0.0019221679687499997,0.07113656807176799
batch_12_features.csv,0.0019221679687499997,INCREASE,0.002883251953125,0.07062800638836332
batch_13_features.csv,0.002883251953125,INCREASE,0.0043248779296875,0.07085867484852645
batch_14_features.csv,0.0043248779296875,INCREASE,0.00648731689453125,0.07016489307775568
batch_15_features.csv,0.00648731689453125,INCREASE,0.009730975341796875,0.07085064288574613
batch_16_features.csv,0.009730975341796875,KEEP,0.009730975341796875,0.07060557048665304
batch_17_features.csv,0.009730975341796875,KEEP,0.009730975341796875,0.07046616198029845
batch_18_features.csv,0.009730975341796875,KEEP,0.009730975341796875,0.06987845307844004
batch_19_features.csv,0.009730975341796875,KEEP,0.009730975341796875,0.07068753766279337
batch_20_features.csv,0.009730975341796875,KEEP,0.009730975341796875,0.07025318093731328
batch_21_features.csv,0.009730975341796875,DECREASE,0.0048654876708984374,0.07006260279725453
batch_22_features.csv,0.0048654876708984374,INCREASE,0.007298231506347656,0.07078112924745987
batch_23_features.csv,0.007298231506347656,INCREASE,0.010947347259521484,0.07042885848526109
batch_24_features.csv,0.010947347259521484,INCREASE,0.016421020889282226,0.06973867917270106
