batch,reward,TP,FP,action,threshold
gaussian_batch_01_features.csv,-0.013429840520858605,23875,1134,DECREASE,0.000685
gaussian_batch_02_features.csv,0.008769871540935559,23875,700,INCREASE,0.0010275
gaussian_batch_03_features.csv,0.006529013382972737,23875,392,INCREASE,0.00154125
gaussian_batch_04_features.csv,0.0034524918470146826,23875,226,INCREASE,0.002311875
gaussian_batch_05_features.csv,0.002203531595713182,23875,124,INCREASE,0.0034678125000000004
gaussian_batch_06_features.csv,0.0012099351378077605,23873,60,INCREASE,0.005201718750000001
gaussian_batch_07_features.csv,0.0003550118193952345,23871,44,INCREASE,0.007802578125000001
gaussian_batch_08_features.csv,0.0,23872,46,KEEP,0.007802578125000001
gaussian_batch_09_features.csv,-0.0013152649209948741,23875,106,DECREASE,0.0039012890625000005
gaussian_batch_10_features.csv,0.0009599304129508379,23875,62,INCREASE,0.005851933593750001
gaussian_batch_11_features.csv,0.00037610602120885517,23874,42,INCREASE,0.008777900390625001
gaussian_batch_12_features.csv,0.00016714674048867728,23870,27,INCREASE,0.0131668505859375
gaussian_batch_13_features.csv,0.0003138534373532398,23875,14,INCREASE,0.01975027587890625
gaussian_batch_14_features.csv,0.0,23872,15,KEEP,0.01975027587890625
gaussian_batch_15_features.csv,0.0,23869,15,KEEP,0.01975027587890625
gaussian_batch_16_features.csv,0.0,23871,15,KEEP,0.01975027587890625
gaussian_batch_17_features.csv,0.0,23875,15,KEEP,0.01975027587890625
gaussian_batch_18_features.csv,0.00018840670149689043,23875,5,INCREASE,0.029625413818359377
gaussian_batch_19_features.csv,0.0,23871,6,KEEP,0.029625413818359377
gaussian_batch_20_features.csv,0.0,23866,6,KEEP,0.029625413818359377
