batch,original_threshold,action,new_threshold,mean_mse
batch_01_features.csv,0.029625,INCREASE,0.0444375,0.07040316622619276
batch_02_features.csv,0.0444375,INCREASE,0.06665625,0.06981748209605833
batch_03_features.csv,0.06665625,DECREASE,0.033328125,0.07050290365696801
batch_04_features.csv,0.033328125,DECREASE,0.0166640625,0.0702867533986468
batch_05_features.csv,0.0166640625,DECREASE,0.00833203125,0.07083133819054067
batch_06_features.csv,0.00833203125,INCREASE,0.012498046875,0.07036258972729813
batch_07_features.csv,0.012498046875,INCREASE,0.0187470703125,0.07019910481466513
batch_08_features.csv,0.0187470703125,DECREASE,0.00937353515625,0.0699014272047345
batch_09_features.csv,0.00937353515625,INCREASE,0.014060302734374999,0.07036892129933034
batch_10_features.csv,0.014060302734374999,DECREASE,0.007030151367187499,0.07013246004673285
batch_11_features.csv,0.007030151367187499,DECREASE,0.0035150756835937496,0.06986241756507848
batch_12_features.csv,0.0035150756835937496,KEEP,0.0035150756835937496,0.0701603135485743
batch_13_features.csv,0.0035150756835937496,INCREASE,0.005272613525390624,0.07015307854225447
batch_14_features.csv,0.005272613525390624,DECREASE,0.002636306762695312,0.07042900437835763
batch_15_features.csv,0.002636306762695312,DECREASE,0.001318153381347656,0.07075126431163033
batch_16_features.csv,0.001318153381347656,INCREASE,0.0019772300720214842,0.07036387568929141
batch_17_features.csv,0.0019772300720214842,INCREASE,0.0029658451080322263,0.07038250493945135
batch_18_features.csv,0.0029658451080322263,DECREASE,0.0014829225540161132,0.07025200967765725
batch_19_features.csv,0.0014829225540161132,DECREASE,0.0007414612770080566,0.07004299054899721
batch_20_features.csv,0.0007414612770080566,INCREASE,0.0011121919155120848,0.07001741999605603
batch_21_features.csv,0.0011121919155120848,INCREASE,0.0016682878732681271,0.07003966640525802
batch_22_features.csv,0.0016682878732681271,INCREASE,0.0025024318099021907,0.07047146337943781
batch_23_features.csv,0.0025024318099021907,INCREASE,0.003753647714853286,0.07047524510146186
batch_24_features.csv,0.003753647714853286,KEEP,0.003753647714853286,0.0703414709585368
gaussian_batch_01_features.csv,0.003753647714853286,KEEP,0.003753647714853286,0.0011582150736267676
gaussian_batch_02_features.csv,0.003753647714853286,KEEP,0.003753647714853286,0.001965640639140134
gaussian_batch_03_features.csv,0.003753647714853286,INCREASE,0.005630471572279929,0.003154247631578341
gaussian_batch_04_features.csv,0.005630471572279929,DECREASE,0.0028152357861399645,0.004664494525084026
gaussian_batch_05_features.csv,0.0028152357861399645,INCREASE,0.0042228536792099465,0.002016277950598322
gaussian_batch_06_features.csv,0.0042228536792099465,KEEP,0.0042228536792099465,0.002800496220956618
gaussian_batch_07_features.csv,0.0042228536792099465,INCREASE,0.006334280518814919,0.003944876013697865
gaussian_batch_08_features.csv,0.006334280518814919,KEEP,0.006334280518814919,0.005435859405852079
gaussian_batch_09_features.csv,0.006334280518814919,INCREASE,0.009501420778222379,0.0032679113836152386
gaussian_batch_10_features.csv,0.009501420778222379,KEEP,0.009501420778222379,0.004030493118068573
gaussian_batch_11_features.csv,0.009501420778222379,KEEP,0.009501420778222379,0.005122532231218569
gaussian_batch_12_features.csv,0.009501420778222379,KEEP,0.009501420778222379,0.006580246143142987
gaussian_batch_13_features.csv,0.009501420778222379,INCREASE,0.014252131167333568,0.004886912462156127
gaussian_batch_14_features.csv,0.014252131167333568,KEEP,0.014252131167333568,0.005635863982424178
gaussian_batch_15_features.csv,0.014252131167333568,INCREASE,0.021378196751000354,0.006721827894399664
gaussian_batch_16_features.csv,0.021378196751000354,KEEP,0.021378196751000354,0.008106126865539107
gaussian_batch_17_features.csv,0.021378196751000354,INCREASE,0.03206729512650053,0.006882429638228785
gaussian_batch_18_features.csv,0.03206729512650053,INCREASE,0.04810094268975079,0.007613242968311336
gaussian_batch_19_features.csv,0.04810094268975079,DECREASE,0.024050471344875396,0.008708546676606609
gaussian_batch_20_features.csv,0.024050471344875396,KEEP,0.024050471344875396,0.010105120152355587
