batch,threshold,precision,recall,f1_score,total_samples,anomalies
gaussian_batch_01_features.csv,0.038523,0.999388379204893,0.06843979057591623,0.1281066248529988,477501,23875
gaussian_batch_02_features.csv,0.0192615,0.9992464204973625,0.8886282722513089,0.9406965659432017,477501,23875
gaussian_batch_03_features.csv,0.0192615,0.999313775947847,0.9759162303664921,0.9874764255896251,477501,23875
gaussian_batch_04_features.csv,0.0192615,0.9993270241850684,0.9951413612565445,0.9972298006295908,477501,23875
gaussian_batch_05_features.csv,0.0192615,0.9993018283370424,0.9592041884816754,0.9788425371858437,477501,23875
gaussian_batch_06_features.csv,0.0192615,0.9993574366004112,0.977130890052356,0.9881191893093881,477501,23875
gaussian_batch_07_features.csv,0.0192615,0.9993253499747006,0.9926701570680628,0.9959866361286798,477501,23875
gaussian_batch_08_features.csv,0.0192615,0.9993703563782899,0.997193717277487,0.9982808503501195,477501,23875
gaussian_batch_09_features.csv,0.0192615,0.9993300954613967,0.9997068062827225,0.9995184153772064,477501,23875
gaussian_batch_10_features.csv,0.0192615,0.9994128501929207,0.9981151832460733,0.9987635952136465,477501,23875
gaussian_batch_11_features.csv,0.0192615,0.9993709373034179,0.9981151832460733,0.998742665549036,477501,23875
gaussian_batch_12_features.csv,0.0192615,0.9993298710001676,0.9993717277486911,0.999350798936148,477501,23875
gaussian_batch_13_features.csv,0.0192615,0.99933029174166,1.0,0.9996650337059834,477501,23875
gaussian_batch_14_features.csv,0.0192615,0.999455748136984,0.9999162303664921,0.999685936224116,477501,23875
gaussian_batch_15_features.csv,0.0192615,0.9993719119001758,0.9996649214659686,0.9995183952090793,477501,23875
gaussian_batch_16_features.csv,0.00963075,0.9984109062016476,1.0,0.9992048212940488,477501,23875
gaussian_batch_17_features.csv,0.00963075,0.9983274095755802,1.0,0.9991630048127224,477501,23875
gaussian_batch_18_features.csv,0.00963075,0.9982856664994146,1.0,0.9991420978845389,477501,23875
gaussian_batch_19_features.csv,0.00963075,0.9984109062016476,1.0,0.9992048212940488,477501,23875
gaussian_batch_20_features.csv,0.00963075,0.9983691561428452,1.0,0.9991839126158739,477501,23875
