batch,reward,TP,FP,action,threshold
batch_01_features.csv,0.0009990009990009652,1000,0,INCREASE,0.0444375
batch_02_features.csv,0.0004997501249375258,1000,0,INCREASE,0.06665625
batch_03_features.csv,-0.0004997501249375258,1000,1,DECREASE,0.033328125
batch_04_features.csv,-0.0004997501249375258,1000,1,DECREASE,0.0166640625
batch_05_features.csv,-0.0009980032450075393,1000,3,DECREASE,0.00833203125
batch_06_features.csv,0.0009930368257776712,1000,6,INCREASE,0.012498046875
batch_07_features.csv,0.0004997501249375258,1000,0,INCREASE,0.0187470703125
batch_08_features.csv,0.0,1000,0,DECREASE,0.00937353515625
batch_09_features.csv,0.0004997501249375258,1000,0,INCREASE,0.014060302734374999
batch_10_features.csv,0.0,1000,0,DECREASE,0.007030151367187499
batch_11_features.csv,-0.0004997501249375258,1000,1,DECREASE,0.0035150756835937496
batch_12_features.csv,0.0,1000,6,KEEP,0.0035150756835937496
batch_13_features.csv,0.001496257859094463,1000,1,INCREASE,0.005272613525390624
batch_14_features.csv,-0.0014977533699450651,1000,3,DECREASE,0.002636306762695312
batch_15_features.csv,-0.0024937655860348684,1000,5,DECREASE,0.001318153381347656
batch_16_features.csv,0.002988042600523322,1000,1,INCREASE,0.0019772300720214842
batch_17_features.csv,0.0,1000,1,INCREASE,0.0029658451080322263
batch_18_features.csv,0.0,1000,0,DECREASE,0.0014829225540161132
batch_19_features.csv,-0.001996007984031989,1000,4,DECREASE,0.0007414612770080566
batch_20_features.csv,0.0,1000,3,INCREASE,0.0011121919155120848
batch_21_features.csv,0.00249127679430472,1000,1,INCREASE,0.0016682878732681271
batch_22_features.csv,0.0009960122160898033,1000,3,INCREASE,0.0025024318099021907
batch_23_features.csv,0.0014902981589850484,1000,5,INCREASE,0.003753647714853286
batch_24_features.csv,0.0,875,10,KEEP,0.003753647714853286
gaussian_batch_01_features.csv,0.0,23846,113,KEEP,0.003753647714853286
gaussian_batch_02_features.csv,0.0,23873,109,KEEP,0.003753647714853286
gaussian_batch_03_features.csv,0.0009595966707287573,23872,63,INCREASE,0.005630471572279929
gaussian_batch_04_features.csv,-0.002063479358633935,23875,163,DECREASE,0.0028152357861399645
gaussian_batch_05_features.csv,0.0016665868450098653,23875,86,INCREASE,0.0042228536792099465
gaussian_batch_06_features.csv,0.0,23874,88,KEEP,0.0042228536792099465
gaussian_batch_07_features.csv,0.0005637291890074891,23874,56,INCREASE,0.006334280518814919
gaussian_batch_08_features.csv,0.0,23874,59,KEEP,0.006334280518814919
gaussian_batch_09_features.csv,0.00031347273050097435,23875,43,INCREASE,0.009501420778222379
gaussian_batch_10_features.csv,0.0,23873,42,KEEP,0.009501420778222379
gaussian_batch_11_features.csv,0.0,23873,40,KEEP,0.009501420778222379
gaussian_batch_12_features.csv,0.0,23873,42,KEEP,0.009501420778222379
gaussian_batch_13_features.csv,0.0003764271095709759,23875,25,INCREASE,0.014252131167333568
gaussian_batch_14_features.csv,0.0,23875,25,KEEP,0.014252131167333568
gaussian_batch_15_features.csv,0.00012548437195503137,23870,11,INCREASE,0.021378196751000354
gaussian_batch_16_features.csv,0.0,23871,12,KEEP,0.021378196751000354
gaussian_batch_17_features.csv,0.0001674831434836932,23875,4,INCREASE,0.03206729512650053
gaussian_batch_18_features.csv,-0.00033527861323556785,23854,0,INCREASE,0.04810094268975079
gaussian_batch_19_features.csv,0.0005662320334862692,23872,11,DECREASE,0.024050471344875396
gaussian_batch_20_features.csv,0.0,23873,11,KEEP,0.024050471344875396
