batch,original_threshold,action,new_threshold,mean_mse
gaussian_batch_01_features.csv,0.034243,DECREASE,0.0171215,0.0011581678885739318
gaussian_batch_02_features.csv,0.0171215,KEEP,0.0171215,0.001964641184804218
gaussian_batch_03_features.csv,0.0171215,KEEP,0.0171215,0.0031475130395496862
gaussian_batch_04_features.csv,0.0171215,KEEP,0.0171215,0.004635915008591218
gaussian_batch_05_features.csv,0.0171215,KEEP,0.0171215,0.002017062229991834
gaussian_batch_06_features.csv,0.0171215,KEEP,0.0171215,0.002799582453488147
gaussian_batch_07_features.csv,0.0171215,KEEP,0.0171215,0.003902200299279434
gaussian_batch_08_features.csv,0.0171215,KEEP,0.0171215,0.005432368049619718
gaussian_batch_09_features.csv,0.0171215,KEEP,0.0171215,0.003248254026697446
gaussian_batch_10_features.csv,0.0171215,KEEP,0.0171215,0.004006819745815187
gaussian_batch_11_features.csv,0.0171215,KEEP,0.0171215,0.005111444090331724
gaussian_batch_12_features.csv,0.0171215,KEEP,0.0171215,0.00660244829047259
gaussian_batch_13_features.csv,0.0171215,KEEP,0.0171215,0.004874142335676646
gaussian_batch_14_features.csv,0.0171215,KEEP,0.0171215,0.0056316303544573084
gaussian_batch_15_features.csv,0.0171215,KEEP,0.0171215,0.006692219714495405
gaussian_batch_16_features.csv,0.0171215,INCREASE,0.025682250000000004,0.0081860700621333
gaussian_batch_17_features.csv,0.025682250000000004,KEEP,0.025682250000000004,0.006894404915675085
gaussian_batch_18_features.csv,0.025682250000000004,KEEP,0.025682250000000004,0.007646747202786251
gaussian_batch_19_features.csv,0.025682250000000004,INCREASE,0.038523375000000006,0.008676217846008243
gaussian_batch_20_features.csv,0.038523375000000006,KEEP,0.038523375000000006,0.01012108520671383
