batch,threshold,precision,recall,f1_score,total_samples,anomalies
gaussian_batch_01_features.csv,0.0171215,0.9990332910398163,0.692565445026178,0.8180378964033048,477501,23875
gaussian_batch_02_features.csv,0.0171215,0.9992288150970786,0.9225968586387434,0.9593850040288334,477501,23875
gaussian_batch_03_features.csv,0.0171215,0.9993187720866863,0.9830785340314137,0.9911321312444575,477501,23875
gaussian_batch_04_features.csv,0.0171215,0.9992856242383493,0.9960209424083769,0.997650612518879,477501,23875
gaussian_batch_05_features.csv,0.0171215,0.9993570234472117,0.9765026178010471,0.987797644267435,477501,23875
gaussian_batch_06_features.csv,0.0171215,0.9993632195618951,0.9860104712041885,0.9926419430330374,477501,23875
gaussian_batch_07_features.csv,0.0171215,0.9993688196928255,0.9947643979057592,0.9970612930310663,477501,23875
gaussian_batch_08_features.csv,0.0171215,0.9992872715076304,0.998324607329843,0.9988057074611855,477501,23875
gaussian_batch_09_features.csv,0.0171215,0.9993300954613967,0.9997068062827225,0.9995184153772064,477501,23875
gaussian_batch_10_features.csv,0.0171215,0.9993713327745181,0.9987434554973822,0.9990572954854928,477501,23875
gaussian_batch_11_features.csv,0.0171215,0.9993295621202598,0.9989109947643979,0.9991202346041056,477501,23875
gaussian_batch_12_features.csv,0.0171215,0.9992881966252146,0.9996230366492147,0.9994555885924872,477501,23875
gaussian_batch_13_features.csv,0.0171215,0.99933029174166,1.0,0.9996650337059834,477501,23875
gaussian_batch_14_features.csv,0.0171215,0.999288464758078,1.0,0.9996441057633931,477501,23875
gaussian_batch_15_features.csv,0.0171215,0.9993720170811354,0.9998324607329843,0.9996021858838802,477501,23875
gaussian_batch_16_features.csv,0.025682250000000004,0.9995809412060512,0.9990785340314137,0.999329674473166,477501,23875
gaussian_batch_17_features.csv,0.025682250000000004,0.9996650337059834,1.0,0.9998324887976884,477501,23875
gaussian_batch_18_features.csv,0.025682250000000004,0.9996231786970357,1.0,0.9998115538432547,477501,23875
gaussian_batch_19_features.csv,0.038523375000000006,0.9999580993882511,0.9995811518324608,0.9997695900798056,477501,23875
gaussian_batch_20_features.csv,0.038523375000000006,0.9999580835813389,0.9992041884816754,0.9995809938825106,477501,23875
