batch,threshold,precision,recall,f1_score,total_samples,anomalies
gaussian_batch_01_features.csv,0.02405,0.9987328405491024,0.39614659685863873,0.5672814514919778,477501,23875
gaussian_batch_02_features.csv,0.012025,0.9986290806271956,0.9763350785340315,0.9873562488086918,477501,23875
gaussian_batch_03_features.csv,0.012025,0.9986978072754767,0.9958115183246073,0.9972525744007047,477501,23875
gaussian_batch_04_features.csv,0.012025,0.9986605274173295,0.9992879581151832,0.9989741442478802,477501,23875
gaussian_batch_05_features.csv,0.012025,0.9986978072754767,0.9958115183246073,0.9972525744007047,477501,23875
gaussian_batch_06_features.csv,0.012025,0.9986574928679308,0.9970261780104712,0.997841168703234,477501,23875
gaussian_batch_07_features.csv,0.012025,0.9986595174262735,0.9985340314136125,0.9985967704777263,477501,23875
gaussian_batch_08_features.csv,0.0060125,0.9974931060416145,0.9999581151832461,0.9987240896065595,477501,23875
gaussian_batch_09_features.csv,0.009018749999999999,0.9982439269139106,1.0,0.9991211918312688,477501,23875
gaussian_batch_10_features.csv,0.013528124999999998,0.9988700564971752,0.9997068062827225,0.999288256227758,477501,23875
gaussian_batch_11_features.csv,0.013528124999999998,0.9989115874079035,0.999455497382199,0.9991834683751021,477501,23875
gaussian_batch_12_features.csv,0.013528124999999998,0.9988701510649872,0.9997905759162303,0.999330151553211,477501,23875
gaussian_batch_13_features.csv,0.020292187499999996,0.9994557937039518,1.0,0.9997278227917007,477501,23875
gaussian_batch_14_features.csv,0.020292187499999996,0.9993720696584059,0.9999162303664921,0.9996440759583778,477501,23875
gaussian_batch_15_features.csv,0.010146093749999998,0.9984526597524256,1.0,0.9992257308473016,477501,23875
gaussian_batch_16_features.csv,0.015219140624999997,0.9992465782093676,0.9999162303664921,0.9995812921324791,477501,23875
gaussian_batch_17_features.csv,0.022828710937499996,0.999497634696697,1.0,0.9997487542397722,477501,23875
gaussian_batch_18_features.csv,0.034243066406249995,0.9999162338750209,0.9999581151832461,0.999937174090595,477501,23875
gaussian_batch_19_features.csv,0.034243066406249995,0.9999162268576695,0.9998743455497382,0.999895285765147,477501,23875
gaussian_batch_20_features.csv,0.034243066406249995,0.9999161952650325,0.9994973821989529,0.9997067448680352,477501,23875
