batch,original_threshold,action,new_threshold,mean_mse
gaussian_batch_01_features.csv,0.00137,DECREASE,0.000685,0.0011602391758672424
gaussian_batch_02_features.csv,0.000685,INCREASE,0.0010275,0.001968705651238926
gaussian_batch_03_features.csv,0.0010275,INCREASE,0.00154125,0.0031353876230490697
gaussian_batch_04_features.csv,0.00154125,INCREASE,0.002311875,0.0046609068187159035
gaussian_batch_05_features.csv,0.002311875,INCREASE,0.0034678125000000004,0.002009309900580754
gaussian_batch_06_features.csv,0.0034678125000000004,INCREASE,0.005201718750000001,0.002785179756885569
gaussian_batch_07_features.csv,0.005201718750000001,INCREASE,0.007802578125000001,0.003909417998936491
gaussian_batch_08_features.csv,0.007802578125000001,KEEP,0.007802578125000001,0.0054322787532153916
gaussian_batch_09_features.csv,0.007802578125000001,DECREASE,0.0039012890625000005,0.0032518280995284094
gaussian_batch_10_features.csv,0.0039012890625000005,INCREASE,0.005851933593750001,0.004009414924017226
gaussian_batch_11_features.csv,0.005851933593750001,INCREASE,0.008777900390625001,0.005104675968260333
gaussian_batch_12_features.csv,0.008777900390625001,INCREASE,0.0131668505859375,0.006597677459395668
gaussian_batch_13_features.csv,0.0131668505859375,INCREASE,0.01975027587890625,0.004884349755033649
gaussian_batch_14_features.csv,0.01975027587890625,KEEP,0.01975027587890625,0.005645609045010274
gaussian_batch_15_features.csv,0.01975027587890625,KEEP,0.01975027587890625,0.006712953007417991
gaussian_batch_16_features.csv,0.01975027587890625,KEEP,0.01975027587890625,0.008152569866192425
gaussian_batch_17_features.csv,0.01975027587890625,KEEP,0.01975027587890625,0.006895244577453916
gaussian_batch_18_features.csv,0.01975027587890625,INCREASE,0.029625413818359377,0.00761014456031368
gaussian_batch_19_features.csv,0.029625413818359377,KEEP,0.029625413818359377,0.008690637564547526
gaussian_batch_20_features.csv,0.029625413818359377,KEEP,0.029625413818359377,0.010126512434735394
