batch,reward,TP,FP,action,threshold
gaussian_batch_01_features.csv,0.0,9458,12,KEEP,0.02405
gaussian_batch_02_features.csv,0.09962110259896928,23310,32,DECREASE,0.012025
gaussian_batch_03_features.csv,0.0,23775,31,KEEP,0.012025
gaussian_batch_04_features.csv,0.0,23858,32,KEEP,0.012025
gaussian_batch_05_features.csv,0.0,23775,31,KEEP,0.012025
gaussian_batch_06_features.csv,0.0,23804,32,KEEP,0.012025
gaussian_batch_07_features.csv,0.0,23840,32,KEEP,0.012025
gaussian_batch_08_features.csv,-0.0005852303875801823,23874,60,DECREASE,0.0060125
gaussian_batch_09_features.csv,0.0003552690970555217,23875,42,INCREASE,0.009018749999999999
gaussian_batch_10_features.csv,0.00014615834321907162,23868,27,INCREASE,0.013528124999999998
gaussian_batch_11_features.csv,0.0,23862,26,KEEP,0.013528124999999998
gaussian_batch_12_features.csv,0.0,23870,27,KEEP,0.013528124999999998
gaussian_batch_13_features.csv,0.00025110902927261147,23875,13,INCREASE,0.020292187499999996
gaussian_batch_14_features.csv,0.0,23873,15,KEEP,0.020292187499999996
gaussian_batch_15_features.csv,-0.00025074183504292247,23875,37,DECREASE,0.010146093749999998
gaussian_batch_16_features.csv,0.00033465085679174056,23873,18,INCREASE,0.015219140624999997
gaussian_batch_17_features.csv,0.0001465017329163043,23875,12,INCREASE,0.022828710937499996
gaussian_batch_18_features.csv,0.00018841985082285184,23874,2,INCREASE,0.034243066406249995
gaussian_batch_19_features.csv,0.0,23872,2,KEEP,0.034243066406249995
gaussian_batch_20_features.csv,0.0,23863,2,KEEP,0.034243066406249995
