batch,threshold,precision,recall,f1_score,total_samples,anomalies
gaussian_batch_01_features.csv,0.000685,0.9546563237234595,1.0,0.9768022256771132,477501,23875
gaussian_batch_02_features.csv,0.0010275,0.9715157680569685,1.0,0.9855521155830753,477501,23875
gaussian_batch_03_features.csv,0.00154125,0.9838463757365971,1.0,0.9918574217938598,477501,23875
gaussian_batch_04_features.csv,0.002311875,0.9906227957346169,1.0,0.9952893113223278,477501,23875
gaussian_batch_05_features.csv,0.0034678125000000004,0.9948331180465853,1.0,0.9974098675690354,477501,23875
gaussian_batch_06_features.csv,0.005201718750000001,0.9974930012952826,0.9999162303664921,0.9987031459170014,477501,23875
gaussian_batch_07_features.csv,0.007802578125000001,0.9981601505331382,0.9998324607329843,0.9989956057752668,477501,23875
gaussian_batch_08_features.csv,0.007802578125000001,0.9980767622710929,0.9998743455497382,0.9989747452555814,477501,23875
gaussian_batch_09_features.csv,0.0039012890625000005,0.9955798340352779,1.0,0.9977850217318622,477501,23875
gaussian_batch_10_features.csv,0.005851933593750001,0.9974098675690354,1.0,0.998703254413118,477501,23875
gaussian_batch_11_features.csv,0.008777900390625001,0.9982438534872052,0.9999581151832461,0.9991002490008579,477501,23875
gaussian_batch_12_features.csv,0.0131668505859375,0.9988701510649872,0.9997905759162303,0.999330151553211,477501,23875
gaussian_batch_13_features.csv,0.01975027587890625,0.9994139562141572,1.0,0.999706892220082,477501,23875
gaussian_batch_14_features.csv,0.01975027587890625,0.9993720433708712,0.9998743455497382,0.9996231313596583,477501,23875
gaussian_batch_15_features.csv,0.01975027587890625,0.9993719644950595,0.9997486910994764,0.9995602923009276,477501,23875
gaussian_batch_16_features.csv,0.01975027587890625,0.9993720170811354,0.9998324607329843,0.9996021858838802,477501,23875
gaussian_batch_17_features.csv,0.01975027587890625,0.9993721222268732,1.0,0.9996859625248613,477501,23875
gaussian_batch_18_features.csv,0.029625413818359377,0.9997906197654941,1.0,0.9998952989215789,477501,23875
gaussian_batch_19_features.csv,0.029625413818359377,0.9997487121497676,0.9998324607329843,0.9997905846875523,477501,23875
gaussian_batch_20_features.csv,0.029625413818359377,0.9997486595174263,0.9996230366492147,0.9996858441368044,477501,23875
